Proposal,Observation,Data Type,Intent,Instrument,Filter,Target Moving,Target Name,Polygon Boundary,Exposure Start,Exposure End,Exposure Length (m),Asteroids,Common Name,JPL Classification,JPL Radius (km),JPL Geo Albedo,JPL Phase Angle (Deg),JPL Sun-Asteroid Dist (AU),JPL Asteroid-JWST Dist (AU),JPL Midpoint (RA DEC),JPL Pos Rates (arcsec/hr),JPL Pos Uncertainty (arcsec),Readout Mode,Sub Array Configuation,Array Data Type,Dither Type,BrightSky Pix Numbers,Pixel Units,Flux Density (MJy/sr),Pixel Area (arcsec2/Pix),JPL Visual Magnitude (mag),JPL Surface Brightness (mag/arcsec2),Asteroid Flux (mJy),Flux Error %,Annulus / Img Median,S/N,JPL Asteroid Distance (pix),JPL Asteroid Distance (arcsec/exptime),JPL Center Offset (arcsec),Aperture NAN Perc,Annulus NAN Perc,Streak Flag,Datalabs
1051,jw01051006001_03101_00001_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.3369086590001 4.010163409 182.36472610000013 3.9956201800000013 182.35032931999987 3.967682452000002 182.32242563799986 3.981943998,2022-05-27 04:09:09.941,2022-05-27 04:10:38.742,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2258,2.3573,1.7401,(182.33852  3.99312),(13.80015  -5.04535),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.295,-,0.046,5.0,1.0009,125.35,2.0485,0.3624,0.1683,0.0,0.0,,True
1051,jw01051006001_03101_00002_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.335822962 4.00725628 182.3636403810002 3.992713198000002 182.34924380000018 3.9647753939999983 182.32134014200022 3.979036793000003,2022-05-27 04:12:02.037,2022-05-27 04:13:30.838,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2261,2.3573,1.7401,(182.3387  3.99305),(13.80193  -5.04625),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.295,-,0.0582,5.0,1.0001,158.55,2.1732,0.3625,0.1695,0.0,0.0,,True
1051,jw01051006001_03101_00003_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.3400828540001 4.010624685999998 182.36790031600017 3.9960814669999984 182.35350353800007 3.968143734000002 182.32559983599978 3.982405269000002,2022-05-27 04:14:56.884,2022-05-27 04:16:25.685,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2264,2.3573,1.7402,(182.33889  3.99299),(13.80373  -5.04717),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.295,-,0.045,5.0,1.0037,122.65,2.0485,0.3625,0.156,0.0,0.0,,True
1051,jw01051006001_03105_00001_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.33688832599992 4.010171139000001 182.36470545799978 3.995628446999998 182.3503086350002 3.9676904489999973 182.3224055450002 3.9819518259999973,2022-05-27 04:42:47.457,2022-05-27 04:44:10.708,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2296,2.3573,1.7404,(182.34067  3.99233),(13.82095  -5.05595),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.296,-,0.3268,5.0,1.0092,242.22,2.1732,0.3403,0.178,0.0,0.0,,True
1051,jw01051006001_03105_00002_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.33580332900013 4.007263411999998 182.36362038100023 3.992720756999998 182.34922364699986 3.964782740000001 182.32132063599988 3.9790440809999974,2022-05-27 04:45:36.737,2022-05-27 04:46:59.988,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.23,2.3573,1.7404,(182.34086  3.99227),(13.82269  -5.05684),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.296,-,0.32,5.0,1.0074,237.19,2.3578,0.3404,0.2124,0.0,0.0,,True
1051,jw01051006001_03105_00003_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34006313300017 4.010631865999999 182.36788023100019 3.9960890790000008 182.35348330499994 3.968151129999998 182.32558024700023 3.9824126029999998,2022-05-27 04:48:28.833,2022-05-27 04:49:52.084,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2302,2.3573,1.7404,(182.34104  3.9922),(13.82447  -5.05775),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.296,-,0.3246,5.0,1.0077,240.59,2.0485,0.3404,0.182,0.0,0.0,,True
1051,jw01051007001_02101_00001_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34904263399983 4.007496285999998 182.37685966900023 3.9929524600000015 182.3624623320002 3.9650150420000023 182.33455904999977 3.979277188000001,2022-05-27 05:32:47.344,2022-05-27 05:34:16.145,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2352,2.3573,1.7408,(182.34388  3.99116),(13.85186  -5.07171),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.296,-,0.043,5.0,1.0,117.06,2.1732,0.3639,0.1627,0.0,0.0,,True
1051,jw01051007001_02101_00002_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34384764999973 4.006627781 182.37166476199994 3.992084157999998 182.35726764600005 3.964146635000001 182.32936428900004 3.978408576999997,2022-05-27 05:35:42.192,2022-05-27 05:37:10.993,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2356,2.3573,1.7408,(182.34407  3.99109),(13.85366  -5.07263),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.296,-,0.0502,5.0,1.0021,136.76,2.1732,0.3639,0.1542,0.0,0.0,,True
1051,jw01051007001_02101_00003_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34498301399978 4.002319608000001 182.372799959 3.9877759459999997 182.35840287900018 3.9598384429999998 182.3304996879998 3.974100425000002,2022-05-27 05:38:34.224,2022-05-27 05:40:03.025,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.236,2.3573,1.7409,(182.34426  3.99103),(13.85543  -5.07353),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.296,-,0.0407,5.0,1.0021,110.89,2.3578,0.364,0.1527,0.0,0.0,,True
1051,jw01051007001_02105_00001_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34902272600024 4.007503659000001 182.37683941100025 3.9929602920000002 182.3624419539999 3.9650226440000007 182.33453930300018 3.9792846989999995,2022-05-27 06:06:27.612,2022-05-27 06:07:50.863,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.239,2.3574,1.7411,(182.34605  3.99037),(13.87267  -5.08232),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.297,-,0.3058,5.0,1.0069,226.71,2.0485,0.3417,0.2166,0.0,0.0,,True
1051,jw01051007001_02105_00002_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34382785400024 4.006634976000002 182.37164459899978 3.9920917799999986 182.35724733099988 3.9641540430000015 182.32934462000003 3.978415926000001,2022-05-27 06:09:19.708,2022-05-27 06:10:42.959,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2394,2.3574,1.7411,(182.34624  3.9903),(13.87444  -5.08322),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.297,-,0.2984,5.0,1.0066,221.2,2.467,0.3417,0.2238,0.0,0.0,,True
1051,jw01051007001_02105_00003_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34496314799975 4.002326712000004 182.37277972700025 3.987783478000002 182.3583824949999 3.9598457610000017 182.33047995100003 3.9741076840000016,2022-05-27 06:12:06.172,2022-05-27 06:13:29.423,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2398,2.3574,1.7411,(182.34641  3.99024),(13.87616  -5.0841),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.297,-,0.3038,5.0,1.0063,225.19,2.0485,0.3418,0.1899,0.0,0.0,,True
1051,jw01051008001_02101_00001_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34131471099985 4.000187019000001 182.36913176200014 3.985643697999998 182.35473506399984 3.957706020000003 182.32683177099977 3.9719676590000015,2022-05-27 06:54:11.563,2022-05-27 06:55:40.364,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2444,2.3574,1.7415,(182.34913  3.98925),(13.90216  -5.09735),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.297,-,0.0574,5.0,1.0041,156.36,2.3578,0.3652,0.1824,0.0,0.0,,True
1051,jw01051008001_02101_00002_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.336046651 3.9985173299999976 182.3638637099999 3.9839741330000016 182.34946716599978 3.9560363910000014 182.3215638650001 3.970297906999998,2022-05-27 06:57:09.163,2022-05-27 06:58:37.964,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2448,2.3574,1.7415,(182.34932  3.98918),(13.90398  -5.09828),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.297,-,0.0539,5.0,0.9999,146.66,2.3578,0.3653,0.1854,0.0,0.0,,True
1051,jw01051008001_02101_00003_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34199877699982 3.9958528089999996 182.36981564300004 3.9813094159999998 182.35541894900015 3.953371774999997 182.32751583899991 3.9676334869999983,2022-05-27 07:00:01.195,2022-05-27 07:01:29.996,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.2452,2.3574,1.7415,(182.3495  3.98911),(13.90575  -5.09918),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.298,-,0.0515,5.0,1.002,140.34,2.0485,0.3653,0.154,0.0,0.0,,True
1051,jw01051008001_02105_00001_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34129518499984 4.0001941919999995 182.36911184299976 3.985651247000002 182.35471494100017 3.9577133810000005 182.32681232099972 3.9719750140000025,2022-05-27 07:27:49.015,2022-05-27 07:29:12.266,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2482,2.3574,1.7418,(182.3513  3.98845),(13.92292  -5.10793),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.298,-,0.3341,5.0,1.0073,247.64,2.467,0.343,0.1858,0.0,0.0,,True
1051,jw01051008001_02105_00002_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.336026885 3.9985247470000025 182.36384357600002 3.9839819739999984 182.3494468760001 3.9560440199999998 182.321544224 3.970305481000002,2022-05-27 07:30:41.111,2022-05-27 07:32:04.362,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2486,2.3574,1.7418,(182.35148  3.98838),(13.92469  -5.10883),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.298,-,0.3332,5.0,1.0087,246.98,2.1733,0.343,0.1803,0.0,0.0,,True
1051,jw01051008001_02105_00003_mirimage,image,calibration,MIRI/IMAGE,F1280W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34197905500008 3.9958601950000023 182.3697955540002 3.981317227000001 182.3553987030002 3.9533793729999993 182.32749624200014 3.967641029999999,2022-05-27 07:33:33.143,2022-05-27 07:34:56.394,1.3875,2010 SE55,-,Main-belt Asteroid,-,-,23.2488,2.3574,1.7418,(182.35167  3.98832),(13.92646  -5.10973),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.4098,0.0123,23.298,-,0.3285,5.0,1.0083,243.51,2.3578,0.343,0.1969,0.0,0.0,,True
1051,jw01051009001_02101_00001_mirimage,image,calibration,MIRI/IMAGE,F770W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.32903305000008 4.003151184999998 182.35685039100005 3.988608228000001 182.34245400899977 3.9606703629999997 182.31455042899998 3.9749316370000023,2022-05-27 08:18:47.206,2022-05-27 08:20:16.007,1.48,2010 SE55,-,Main-belt Asteroid,-,-,23.254,2.3575,1.7422,(182.35459  3.98724),(13.95438  -5.12396),0.174,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.2578,0.0123,23.299,-,0.0542,5.0,0.9997,147.48,2.1733,0.3667,0.2019,0.0,0.0,,True
1051,jw01051019001_02101_00001_mirimage,image,calibration,MIRI/IMAGE,F1500W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.33688251800007 4.0101649319999995 182.3646997610002 3.995622429000002 182.35030297299974 3.9676845059999994 182.3224000660002 3.981945639999999,2022-05-31 14:32:22.281,2022-05-31 14:33:45.532,1.3875,2018 HP10,-,Main-belt Asteroid,-,-,27.1232,2.1042,1.5157,(182.35147  3.97498),(16.84569  -31.7257),0.261,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.3602,0.0123,21.705,-,1.3376,5.0,1.0274,690.89,5.2309,0.8307,0.2277,0.0,0.0,,True
1051,jw01051019001_02103_00001_mirimage,image,calibration,MIRI/IMAGE,F2100W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.33690062300002 4.010166961999999 182.36471789799987 3.995624047999997 182.35032121500018 3.967686254999999 182.3224177970002 3.9819476309999984,2022-05-31 14:42:27.215,2022-05-31 14:43:03.291,0.6013,2018 HP10,-,Main-belt Asteroid,-,-,27.1242,2.1042,1.5157,(182.35218  3.97364),(16.85209  -31.7268),0.261,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.3865,0.0123,21.705,-,1.6414,5.0,1.0026,140.59,Point,0.36,0.1598,0.0,0.0,,True
1051,jw01051019001_02103_00003_mirimage,image,calibration,MIRI/IMAGE,F2100W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.340075134 4.010627635000002 182.36789237400012 3.9960846249999995 182.35349558600024 3.968146880999999 182.3255922020001 3.9824083540000004,2022-05-31 14:46:28.687,2022-05-31 14:47:04.763,0.6013,2018 HP10,-,Main-belt Asteroid,-,-,27.1247,2.1042,1.5158,(182.3525  3.97305),(16.85492  -31.7273),0.261,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.3865,0.0123,21.705,-,1.597,5.0,1.0026,136.78,Point,0.36,0.1513,0.0,26.52,,True
1051,jw01051019001_02105_00003_mirimage,image,calibration,MIRI/IMAGE,F2550W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.3400661079999 4.010627932000004 182.3678832489998 3.9960850869999978 182.3534863500002 3.9681472880000017 182.32558327600006 3.982408716000001,2022-05-31 14:53:55.459,2022-05-31 14:54:17.659,0.37,2018 HP10,-,Main-belt Asteroid,-,-,27.1255,2.1042,1.5158,(182.35308  3.97196),(16.86016  -31.7282),0.261,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.7142,0.0123,21.705,-,1.5709,5.0,1.0007,32.12,Point,0.2216,0.1835,0.0,0.0,,True
1051,jw01051020001_02101_00002_mirimage,image,calibration,MIRI/IMAGE,F1500W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34382302200018 4.006628085999998 182.37163980899984 3.9920849439999975 182.35724243700008 3.964147352999999 182.3293399799999 3.9784091289999988,2022-05-31 15:32:49.349,2022-05-31 15:34:12.600,1.3875,2018 HP10,-,Main-belt Asteroid,-,-,27.1298,2.1042,1.5161,(182.3562  3.9661),(16.88824  -31.7332),0.262,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.3602,0.0123,21.706,-,1.2797,5.0,1.0277,660.99,5.0784,0.8313,0.2351,1.16,0.0,,True
1051,jw01051020001_02103_00003_mirimage,image,calibration,MIRI/IMAGE,F2100W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34497572900014 4.002322662999998 182.37279245300024 3.9877792090000006 182.35839536200018 3.959841695000002 182.33049248999976 3.9741036149999993,2022-05-31 15:44:00.908,2022-05-31 15:44:36.984,0.6013,2018 HP10,-,Main-belt Asteroid,-,-,27.1309,2.1042,1.5161,(182.357  3.9646),(16.89541  -31.7345),0.262,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.3865,0.0123,21.706,-,1.6804,5.0,1.0019,143.93,Point,0.3603,0.1548,0.0,2.35,,True
1051,jw01051020001_02105_00003_mirimage,image,calibration,MIRI/IMAGE,F2550W,No,ZODIACAL-LIGHT-P4-2021B,Polygon 182.34496641199996 4.002322907 182.3727830380002 3.987779617999998 182.35838583599988 3.959842048999998 182.33048327300017 3.9741039239999996,2022-05-31 15:51:35.999,2022-05-31 15:51:58.199,0.37,2018 HP10,-,Main-belt Asteroid,-,-,27.1317,2.1042,1.5162,(182.3576  3.96349),(16.90074  -31.7354),0.262,FASTR1,FULL,-32.0,SPARSE-CYCLING,1032 1024,MJy/sr,0.7142,0.0123,21.706,-,1.6307,5.0,1.0001,33.35,Point,0.2217,0.1596,0.0,0.0,,True
1249,jw01249004001_02101_00001_mirimage,image,science,MIRI/IMAGE,F560W,Yes,NEPTUNE-BACKGROUND,Polygon 358.0912436080001 -2.069907527999999 358.061494124 -2.079808988999998 358.0513249920001 -2.0500789150000016 358.08093142700017 -2.0399201449999977,2023-06-22 05:23:18.821,2023-06-22 05:24:55.947,1.6188,2006 DZ86,-,Main-belt Asteroid,-,-,20.9964,2.8644,2.622,(358.07806  -2.06022),(27.83005  9.567819),0.116,FASTR1,FULL,-32.0,NONE,1032 1024,MJy/sr,0.4496,0.0123,22.179,-,0.0062,5.0,0.9871,32.89,4.4116,0.794,0.1639,0.0,0.0,,True
1249,jw01249004001_02102_00001_mirimage,image,science,MIRI/IMAGE,F560W,Yes,NEPTUNE-BACKGROUND,Polygon 358.09126108000027 -2.069903160000001 358.0615115990002 -2.0798046289999976 358.051342459 -2.050074557000002 358.0809488910001 -2.0399157800000003,2023-06-22 05:28:54.564,2023-06-22 05:30:31.690,1.6188,2006 DZ86,-,Main-belt Asteroid,-,-,20.9964,2.8644,2.6219,(358.07879  -2.05997),(27.828  9.566813),0.116,FASTR1,FULL,-32.0,NONE,1032 1024,MJy/sr,0.4496,0.0123,22.179,-,0.006,5.0,0.9938,31.57,4.5177,0.7939,0.2061,0.0,0.0,,True
1249,jw01249004001_02103_00001_mirimage,image,science,MIRI/IMAGE,F560W,Yes,NEPTUNE-BACKGROUND,Polygon 358.09127824199993 -2.0698988810000003 358.0615287609999 -2.079800351999998 358.05135961900004 -2.050070281000003 358.08096605100013 -2.039911501,2023-06-22 05:34:24.804,2023-06-22 05:36:01.930,1.6188,2006 DZ86,-,Main-belt Asteroid,-,-,20.9964,2.8643,2.6219,(358.07949  -2.05973),(27.82598  9.565823),0.116,FASTR1,FULL,-32.0,NONE,1032 1024,MJy/sr,0.4496,0.0123,22.179,-,0.0063,5.0,0.9875,33.48,4.1027,0.7939,0.1472,0.0,0.0,,True
1282,jw01282002001_02101_00001_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35754687200014 28.339567277000008 64.39305114699994 28.34180463900001 64.39587479599989 28.310490090000012 64.36046532400005 28.307969182999987,2023-02-20 16:30:14.244,2023-02-20 16:35:11.173,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2017,5.1033,4.8976,(64.37384  28.32578),(10.25786  -2.70658),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.3321,5.0,1.0221,473.54,6.2161,0.9077,0.037,0.0,0.0,,True
1282,jw01282002001_02101_00002_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35725042100019 28.33900208299998 64.39275452399977 28.341239245999994 64.39557793199992 28.30992468099998 64.36016862899972 28.307403973,2023-02-20 16:36:56.612,2023-02-20 16:41:53.541,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2018,5.1033,4.8977,(64.37421  28.3257),(10.25997  -2.70614),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.3283,5.0,1.0214,468.15,6.2161,0.9079,0.1008,0.0,0.0,,True
1282,jw01282002001_02101_00003_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35746590799988 28.33948524400002 64.39297017800006 28.341722336000025 64.39579351700004 28.310407764999997 64.36038404800021 28.30788712800003,2023-02-20 16:43:36.228,2023-02-20 16:48:33.157,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2019,5.1033,4.8978,(64.37457  28.32561),(10.26206  -2.70571),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2591,5.0,1.0213,369.48,6.2161,0.9081,0.0763,0.0,0.0,,True
1282,jw01282002001_02101_00004_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.3571681860002 28.33892070500002 64.39267226000011 28.341157893000013 64.39549569399995 28.309843331000007 64.3600864220002 28.307322597000006,2023-02-20 16:50:24.227,2023-02-20 16:55:21.156,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.202,5.1033,4.8978,(64.37493  28.32553),(10.2642  -2.70526),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.319,5.0,1.0198,454.82,6.4923,0.9082,0.0541,0.0,0.0,,True
1282,jw01282002001_02103_00001_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35754896299987 28.33956687099999 64.39305326199973 28.341803931999998 64.39587656900004 28.310489359 64.36046706899975 28.30796875299998,2023-02-20 17:00:29.155,2023-02-20 17:05:26.084,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2022,5.1033,4.898,(64.37548  28.3254),(10.26737  -2.70461),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.3115,5.0,1.0216,444.2,6.2161,0.9085,0.1109,0.0,0.0,,True
1282,jw01282002001_02103_00002_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.357250258 28.339002105000013 64.39275436100016 28.341239268000024 64.39557776799992 28.309924703000007 64.36016846600012 28.307403994999977,2023-02-20 17:07:14.338,2023-02-20 17:12:11.267,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2023,5.1033,4.898,(64.37584  28.32532),(10.26949  -2.70417),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.3596,5.0,1.0208,512.7,6.4923,0.9086,0.0976,0.0,0.0,,True
1282,jw01282002001_02103_00003_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35746569299977 28.339485269000008 64.39296996299994 28.34172236599998 64.39579330799995 28.31040779599999 64.36038383999993 28.307887153000014,2023-02-20 17:13:56.706,2023-02-20 17:18:53.635,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2024,5.1033,4.8981,(64.3762  28.32523),(10.2716  -2.70373),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.3193,5.0,1.0205,455.24,6.2161,0.9088,0.0626,0.0,0.0,,True
1282,jw01282002001_02103_00004_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35716809099979 28.338920710999975 64.39267216500026 28.34115789000001 64.39549558900028 28.309843325999974 64.36008631499975 28.307322601999974,2023-02-20 17:20:41.889,2023-02-20 17:25:38.818,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2025,5.1033,4.8982,(64.37657  28.32515),(10.27372  -2.70329),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2616,5.0,1.0204,373.03,6.4924,0.909,0.1098,0.0,4.07,,True
1282,jw01282002001_02105_00001_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35754866700013 28.339566887999993 64.39305296500017 28.34180396200001 64.39587628699995 28.310489390999987 64.36046678899986 28.307968771000017,2023-02-20 17:30:46.881,2023-02-20 17:35:43.810,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2026,5.1033,4.8983,(64.37711  28.32502),(10.27689  -2.70264),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2666,5.0,1.0182,380.09,6.2161,0.9092,0.0695,0.0,0.0,,True
1282,jw01282002001_02105_00002_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35724986699985 28.339002122000014 64.392753967 28.341239307 64.39557740000002 28.309924744000007 64.36016809999983 28.307404014,2023-02-20 17:37:29.248,2023-02-20 17:42:26.177,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2027,5.1033,4.8984,(64.37748  28.32494),(10.27899  -2.7022),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2943,5.0,1.0185,419.58,6.2161,0.9094,0.0809,0.0,0.0,,True
1282,jw01282002001_02105_00003_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35746547500021 28.339485292000024 64.392969744 28.341722394000026 64.39579309500003 28.310407825000024 64.360383627 28.307887177000012,2023-02-20 17:44:14.432,2023-02-20 17:49:11.361,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.2029,5.1033,4.8984,(64.37784  28.32485),(10.28112  -2.70176),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2411,5.0,1.0198,343.8,6.4924,0.9096,0.0867,0.0,0.0,,True
1282,jw01282002001_02105_00004_mirimage,image,science,MIRI/IMAGE,F1280W,No,V-CY-TAU,Polygon 64.35716798900013 28.338920682999987 64.39267206399984 28.341157852000013 64.39549547599982 28.309843287999986 64.36008620199986 28.30732257399999,2023-02-20 17:50:56.800,2023-02-20 17:55:53.729,5.1338,2019 QB44,-,Jupiter Trojan,-,-,11.203,5.1033,4.8985,(64.3782  28.32477),(10.28322  -2.70132),0.151,FASTR1,FULL,-32.0,4-POINT,1032 1024,MJy/sr,0.4198,0.0123,22.394,-,0.2623,5.0,1.0178,373.97,6.2161,0.9097,0.1206,0.0,0.0,,True
